PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,500
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,8
